
---------- Begin Simulation Statistics ----------
simSeconds                                   2.119208                       # Number of seconds simulated (Second)
simTicks                                 2119208454000                       # Number of ticks simulated (Tick)
finalTick                                2119208454000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7900.14                       # Real time elapsed on the host (Second)
hostTickRate                                268249423                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8758524                       # Number of bytes of host memory used (Byte)
simInsts                                   1550556682                       # Number of instructions simulated (Count)
simOps                                     2723485863                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   196269                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     344739                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       2119208455                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.366740                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.731668                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      4216010242                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   348632                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3873346274                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               13091464                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1492872990                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1999265355                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               36621                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          2116326857                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.830221                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.391126                       # Number of insts issued each cycle (Count)
system.cpu.l1i.prefetcher.pfRemovedFull             0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.l1i.prefetcher.pfSpanPage           430002                       # number of prefetches that crossed the page (Count)
system.cpu.l1i.prefetcher.pfUsefulSpanPage        51873                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.l1i.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 2119208454000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l1i.tags.tagsInUse               15.999997                       # Average ticks per tags in use ((Tick/Count))
system.cpu.l1i.tags.totalRefs               254578974                       # Total number of references to valid blocks. (Count)
system.cpu.l1i.tags.sampledRefs              15810097                       # Sample count of references to valid blocks. (Count)
system.cpu.l1i.tags.avgRefs                 16.102303                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.l1i.tags.warmupTick                  79000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.l1i.tags.occupancies::cpu.inst     4.544229                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.l1i.tags.occupancies::cpu.l1i.prefetcher    11.455768                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.l1i.tags.avgOccs::cpu.inst        0.284014                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.l1i.tags.avgOccs::cpu.l1i.prefetcher     0.715986                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.l1i.tags.avgOccs::total           1.000000                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.l1i.tags.occupanciesTaskId::1022           12                       # Occupied blocks per task id (Count)
system.cpu.l1i.tags.occupanciesTaskId::1024            4                       # Occupied blocks per task id (Count)
system.cpu.l1i.tags.ageTaskId_1022::0              12                       # Occupied blocks per task id, per block age (Count)
system.cpu.l1i.tags.ageTaskId_1024::0               4                       # Occupied blocks per task id, per block age (Count)
system.cpu.l1i.tags.ratioOccsTaskId::1022     0.750000                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.l1i.tags.ratioOccsTaskId::1024     0.250000                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.l1i.tags.tagAccesses             507115253                       # Number of tag accesses (Count)
system.cpu.l1i.tags.dataAccesses            507115253                       # Number of data accesses (Count)
system.cpu.l1i.tags.power_state.pwrStateResidencyTicks::UNDEFINED 2119208454000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                    20275506                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads               175464346                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses                76786                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               94027                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               85289818                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                 2440                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                   6487                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          321710198                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              6.752686                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            15.896301                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              261059583     81.15%     81.15% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19             45695113     14.20%     95.35% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              2382306      0.74%     96.09% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               679698      0.21%     96.30% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49               682734      0.21%     96.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59               694530      0.22%     96.73% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69              7047493      2.19%     98.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79              1572074      0.49%     99.41% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89               403462      0.13%     99.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99               614222      0.19%     99.73% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109              35815      0.01%     99.74% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119              28345      0.01%     99.75% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129              41901      0.01%     99.76% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139             138008      0.04%     99.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149              90598      0.03%     99.83% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159              90556      0.03%     99.86% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169              73878      0.02%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179              50952      0.02%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              34947      0.01%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              38608      0.01%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209              35231      0.01%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219              17507      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229              11620      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239              11407      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249              11289      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259              11235      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269              11517      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279              11661      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289              19123      0.01%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299              21863      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows            92922      0.03%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              579                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            321710198                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses               413720510                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses               170823211                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                    215537                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                   5662262                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 2119208454000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses               245654041                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                     11206                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 2119208454000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 2119208454000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               36657762                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                273796797                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles               534577517                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          20895                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 563594356                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles             707679530                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             4745069173                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents              23072885                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents              321604400                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents               12378264                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents              307687268                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             174                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands          7943641966                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                 15554196177                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               4420424772                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                 907953663                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps            4933076664                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps               3010565269                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     999                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                1073                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                 945357921                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       6012785458                       # The number of ROB reads (Count)
system.cpu.rob.writes                      8633685853                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1550556682                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 2723485863                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   642                       # Number of system calls (Count)
system.l2_bus.transDist::ReadResp            66460583                       # Transaction distribution (Count)
system.l2_bus.transDist::WritebackDirty      65203831                       # Transaction distribution (Count)
system.l2_bus.transDist::CleanEvict          32002725                       # Transaction distribution (Count)
system.l2_bus.transDist::UpgradeReq                 1                       # Transaction distribution (Count)
system.l2_bus.transDist::UpgradeResp                1                       # Transaction distribution (Count)
system.l2_bus.transDist::ReadExReq           20676774                       # Transaction distribution (Count)
system.l2_bus.transDist::ReadExResp          20676774                       # Transaction distribution (Count)
system.l2_bus.transDist::ReadSharedReq       66460585                       # Transaction distribution (Count)
system.l2_bus.pktCount_system.cpu.l1d.mem_side_port::system.l2_cache.cpu_side_port    213981716                       # Packet count per connected requestor and responder (Count)
system.l2_bus.pktCount_system.cpu.l1i.mem_side_port::system.l2_cache.cpu_side_port     47430318                       # Packet count per connected requestor and responder (Count)
system.l2_bus.pktCount::total               261412034                       # Packet count per connected requestor and responder (Count)
system.l2_bus.pktSize_system.cpu.l1d.mem_side_port::system.l2_cache.cpu_side_port   8452274560                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2_bus.pktSize_system.cpu.l1i.mem_side_port::system.l2_cache.cpu_side_port   1011847296                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2_bus.pktSize::total               9464121856                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2_bus.snoops                         10069240                       # Total snoops (Count)
system.l2_bus.snoopTraffic                  285714176                       # Total snoop traffic (Byte)
system.l2_bus.snoopFanout::samples           97209630                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::mean              0.000081                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::stdev             0.009017                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::underflows               0      0.00%      0.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::0                 97201725     99.99%     99.99% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::1                     7905      0.01%    100.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::2                        0      0.00%    100.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::overflows                0      0.00%    100.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::min_value                0                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::max_value                1                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::total             97209630                       # Request fanout histogram (Count)
system.l2_bus.power_state.pwrStateResidencyTicks::UNDEFINED 2119208454000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2_bus.reqLayer0.occupancy        298242049194                       # Layer occupancy (ticks) (Tick)
system.l2_bus.reqLayer0.utilization               0.1                       # Layer utilization (Ratio)
system.l2_bus.respLayer0.occupancy       215232519961                       # Layer occupancy (ticks) (Tick)
system.l2_bus.respLayer0.utilization              0.1                       # Layer utilization (Ratio)
system.l2_bus.respLayer1.occupancy        47627381760                       # Layer occupancy (ticks) (Tick)
system.l2_bus.respLayer1.utilization              0.0                       # Layer utilization (Ratio)
system.l2_bus.snoop_filter.totRequests      174281483                       # Total number of requests made to the snoop filter. (Count)
system.l2_bus.snoop_filter.hitSingleRequests     87141085                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2_bus.snoop_filter.hitMultiRequests          471                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2_bus.snoop_filter.totSnoops             7434                       # Total number of snoops made to the snoop filter. (Count)
system.l2_bus.snoop_filter.hitSingleSnoops         7434                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2_bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2_cache.demandHits::cpu.inst          4557805                       # number of demand (read+write) hits (Count)
system.l2_cache.demandHits::cpu.data         61579467                       # number of demand (read+write) hits (Count)
system.l2_cache.demandHits::cpu.l1i.prefetcher     10930799                       # number of demand (read+write) hits (Count)
system.l2_cache.demandHits::total            77068071                       # number of demand (read+write) hits (Count)
system.l2_cache.overallHits::cpu.inst         4557805                       # number of overall hits (Count)
system.l2_cache.overallHits::cpu.data        61579467                       # number of overall hits (Count)
system.l2_cache.overallHits::cpu.l1i.prefetcher     10930799                       # number of overall hits (Count)
system.l2_cache.overallHits::total           77068071                       # number of overall hits (Count)
system.l2_cache.demandMisses::cpu.inst          80082                       # number of demand (read+write) misses (Count)
system.l2_cache.demandMisses::cpu.data        9747775                       # number of demand (read+write) misses (Count)
system.l2_cache.demandMisses::cpu.l1i.prefetcher       241423                       # number of demand (read+write) misses (Count)
system.l2_cache.demandMisses::total          10069280                       # number of demand (read+write) misses (Count)
system.l2_cache.overallMisses::cpu.inst         80082                       # number of overall misses (Count)
system.l2_cache.overallMisses::cpu.data       9747775                       # number of overall misses (Count)
system.l2_cache.overallMisses::cpu.l1i.prefetcher       241423                       # number of overall misses (Count)
system.l2_cache.overallMisses::total         10069280                       # number of overall misses (Count)
system.l2_cache.demandMissLatency::cpu.inst   6634718902                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.demandMissLatency::cpu.data 706511865606                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.demandMissLatency::cpu.l1i.prefetcher  20353600151                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.demandMissLatency::total 733500184659                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.overallMissLatency::cpu.inst   6634718902                       # number of overall miss ticks (Tick)
system.l2_cache.overallMissLatency::cpu.data 706511865606                       # number of overall miss ticks (Tick)
system.l2_cache.overallMissLatency::cpu.l1i.prefetcher  20353600151                       # number of overall miss ticks (Tick)
system.l2_cache.overallMissLatency::total 733500184659                       # number of overall miss ticks (Tick)
system.l2_cache.demandAccesses::cpu.inst      4637887                       # number of demand (read+write) accesses (Count)
system.l2_cache.demandAccesses::cpu.data     71327242                       # number of demand (read+write) accesses (Count)
system.l2_cache.demandAccesses::cpu.l1i.prefetcher     11172222                       # number of demand (read+write) accesses (Count)
system.l2_cache.demandAccesses::total        87137351                       # number of demand (read+write) accesses (Count)
system.l2_cache.overallAccesses::cpu.inst      4637887                       # number of overall (read+write) accesses (Count)
system.l2_cache.overallAccesses::cpu.data     71327242                       # number of overall (read+write) accesses (Count)
system.l2_cache.overallAccesses::cpu.l1i.prefetcher     11172222                       # number of overall (read+write) accesses (Count)
system.l2_cache.overallAccesses::total       87137351                       # number of overall (read+write) accesses (Count)
system.l2_cache.demandMissRate::cpu.inst     0.017267                       # miss rate for demand accesses (Ratio)
system.l2_cache.demandMissRate::cpu.data     0.136663                       # miss rate for demand accesses (Ratio)
system.l2_cache.demandMissRate::cpu.l1i.prefetcher     0.021609                       # miss rate for demand accesses (Ratio)
system.l2_cache.demandMissRate::total        0.115556                       # miss rate for demand accesses (Ratio)
system.l2_cache.overallMissRate::cpu.inst     0.017267                       # miss rate for overall accesses (Ratio)
system.l2_cache.overallMissRate::cpu.data     0.136663                       # miss rate for overall accesses (Ratio)
system.l2_cache.overallMissRate::cpu.l1i.prefetcher     0.021609                       # miss rate for overall accesses (Ratio)
system.l2_cache.overallMissRate::total       0.115556                       # miss rate for overall accesses (Ratio)
system.l2_cache.demandAvgMissLatency::cpu.inst 82849.065982                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.demandAvgMissLatency::cpu.data 72479.295594                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.demandAvgMissLatency::cpu.l1i.prefetcher 84306.798238                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.demandAvgMissLatency::total 72845.345909                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.overallAvgMissLatency::cpu.inst 82849.065982                       # average overall miss latency ((Tick/Count))
system.l2_cache.overallAvgMissLatency::cpu.data 72479.295594                       # average overall miss latency ((Tick/Count))
system.l2_cache.overallAvgMissLatency::cpu.l1i.prefetcher 84306.798238                       # average overall miss latency ((Tick/Count))
system.l2_cache.overallAvgMissLatency::total 72845.345909                       # average overall miss latency ((Tick/Count))
system.l2_cache.blockedCycles::no_mshrs        171494                       # number of cycles access was blocked (Cycle)
system.l2_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2_cache.blockedCauses::no_mshrs          9360                       # number of times access was blocked (Count)
system.l2_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2_cache.avgBlocked::no_mshrs        18.322009                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2_cache.avgBlocked::no_targets            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2_cache.writebacks::writebacks        4464276                       # number of writebacks (Count)
system.l2_cache.writebacks::total             4464276                       # number of writebacks (Count)
system.l2_cache.demandMshrMisses::cpu.inst        80082                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.demandMshrMisses::cpu.data      9747775                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.demandMshrMisses::cpu.l1i.prefetcher       241423                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.demandMshrMisses::total      10069280                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.overallMshrMisses::cpu.inst        80082                       # number of overall MSHR misses (Count)
system.l2_cache.overallMshrMisses::cpu.data      9747775                       # number of overall MSHR misses (Count)
system.l2_cache.overallMshrMisses::cpu.l1i.prefetcher       241423                       # number of overall MSHR misses (Count)
system.l2_cache.overallMshrMisses::total     10069280                       # number of overall MSHR misses (Count)
system.l2_cache.demandMshrMissLatency::cpu.inst   6554636902                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.demandMshrMissLatency::cpu.data 696764090606                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.demandMshrMissLatency::cpu.l1i.prefetcher  20112179151                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.demandMshrMissLatency::total 723430906659                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.overallMshrMissLatency::cpu.inst   6554636902                       # number of overall MSHR miss ticks (Tick)
system.l2_cache.overallMshrMissLatency::cpu.data 696764090606                       # number of overall MSHR miss ticks (Tick)
system.l2_cache.overallMshrMissLatency::cpu.l1i.prefetcher  20112179151                       # number of overall MSHR miss ticks (Tick)
system.l2_cache.overallMshrMissLatency::total 723430906659                       # number of overall MSHR miss ticks (Tick)
system.l2_cache.demandMshrMissRate::cpu.inst     0.017267                       # mshr miss ratio for demand accesses (Ratio)
system.l2_cache.demandMshrMissRate::cpu.data     0.136663                       # mshr miss ratio for demand accesses (Ratio)
system.l2_cache.demandMshrMissRate::cpu.l1i.prefetcher     0.021609                       # mshr miss ratio for demand accesses (Ratio)
system.l2_cache.demandMshrMissRate::total     0.115556                       # mshr miss ratio for demand accesses (Ratio)
system.l2_cache.overallMshrMissRate::cpu.inst     0.017267                       # mshr miss ratio for overall accesses (Ratio)
system.l2_cache.overallMshrMissRate::cpu.data     0.136663                       # mshr miss ratio for overall accesses (Ratio)
system.l2_cache.overallMshrMissRate::cpu.l1i.prefetcher     0.021609                       # mshr miss ratio for overall accesses (Ratio)
system.l2_cache.overallMshrMissRate::total     0.115556                       # mshr miss ratio for overall accesses (Ratio)
system.l2_cache.demandAvgMshrMissLatency::cpu.inst 81849.065982                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.demandAvgMshrMissLatency::cpu.data 71479.295594                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.demandAvgMshrMissLatency::cpu.l1i.prefetcher 83306.806522                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.demandAvgMshrMissLatency::total 71845.346108                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.overallAvgMshrMissLatency::cpu.inst 81849.065982                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.overallAvgMshrMissLatency::cpu.data 71479.295594                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.overallAvgMshrMissLatency::cpu.l1i.prefetcher 83306.806522                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.overallAvgMshrMissLatency::total 71845.346108                       # average overall mshr miss latency ((Tick/Count))
system.l2_cache.replacements                 10069232                       # number of replacements (Count)
system.l2_cache.CleanEvict.mshrMisses::writebacks         6965                       # number of CleanEvict MSHR misses (Count)
system.l2_cache.CleanEvict.mshrMisses::total         6965                       # number of CleanEvict MSHR misses (Count)
system.l2_cache.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2_cache.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2_cache.ReadExReq.hits::cpu.data     16351945                       # number of ReadExReq hits (Count)
system.l2_cache.ReadExReq.hits::total        16351945                       # number of ReadExReq hits (Count)
system.l2_cache.ReadExReq.misses::cpu.data      4324829                       # number of ReadExReq misses (Count)
system.l2_cache.ReadExReq.misses::total       4324829                       # number of ReadExReq misses (Count)
system.l2_cache.ReadExReq.missLatency::cpu.data 319446997774                       # number of ReadExReq miss ticks (Tick)
system.l2_cache.ReadExReq.missLatency::total 319446997774                       # number of ReadExReq miss ticks (Tick)
system.l2_cache.ReadExReq.accesses::cpu.data     20676774                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2_cache.ReadExReq.accesses::total     20676774                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2_cache.ReadExReq.missRate::cpu.data     0.209164                       # miss rate for ReadExReq accesses (Ratio)
system.l2_cache.ReadExReq.missRate::total     0.209164                       # miss rate for ReadExReq accesses (Ratio)
system.l2_cache.ReadExReq.avgMissLatency::cpu.data 73863.497903                       # average ReadExReq miss latency ((Tick/Count))
system.l2_cache.ReadExReq.avgMissLatency::total 73863.497903                       # average ReadExReq miss latency ((Tick/Count))
system.l2_cache.ReadExReq.mshrMisses::cpu.data      4324829                       # number of ReadExReq MSHR misses (Count)
system.l2_cache.ReadExReq.mshrMisses::total      4324829                       # number of ReadExReq MSHR misses (Count)
system.l2_cache.ReadExReq.mshrMissLatency::cpu.data 315122168774                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2_cache.ReadExReq.mshrMissLatency::total 315122168774                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2_cache.ReadExReq.mshrMissRate::cpu.data     0.209164                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2_cache.ReadExReq.mshrMissRate::total     0.209164                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2_cache.ReadExReq.avgMshrMissLatency::cpu.data 72863.497903                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2_cache.ReadExReq.avgMshrMissLatency::total 72863.497903                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2_cache.ReadSharedReq.hits::cpu.inst      4557805                       # number of ReadSharedReq hits (Count)
system.l2_cache.ReadSharedReq.hits::cpu.data     45227522                       # number of ReadSharedReq hits (Count)
