
---------- Begin Simulation Statistics ----------
simSeconds                                   2.114161                       # Number of seconds simulated (Second)
simTicks                                 2114161343000                       # Number of ticks simulated (Tick)
finalTick                                2114161343000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   8237.93                       # Real time elapsed on the host (Second)
hostTickRate                                256637397                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8760576                       # Number of bytes of host memory used (Byte)
simInsts                                   1615522804                       # Number of instructions simulated (Count)
simOps                                     2837426030                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   196108                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     344434                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       2114161344                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.308655                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.764144                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      4312099239                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   359479                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3986895975                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               14256876                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1475032667                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1929177375                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               33284                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          2107608974                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.891668                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.412230                       # Number of insts issued each cycle (Count)
system.cpu.l1i.overallAvgMissLatency::cpu.inst 14044.034935                       # average overall miss latency ((Tick/Count))
system.cpu.l1i.overallAvgMissLatency::total 14044.034935                       # average overall miss latency ((Tick/Count))
system.cpu.l1i.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.cpu.l1i.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.l1i.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.cpu.l1i.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.l1i.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.l1i.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.l1i.writebacks::writebacks               3                       # number of writebacks (Count)
system.cpu.l1i.writebacks::total                    3                       # number of writebacks (Count)
system.cpu.l1i.demandMshrHits::cpu.inst         48662                       # number of demand (read+write) MSHR hits (Count)
system.cpu.l1i.demandMshrHits::total            48662                       # number of demand (read+write) MSHR hits (Count)
system.cpu.l1i.overallMshrHits::cpu.inst        48662                       # number of overall MSHR hits (Count)
system.cpu.l1i.overallMshrHits::total           48662                       # number of overall MSHR hits (Count)
system.cpu.l1i.demandMshrMisses::cpu.inst      7473184                       # number of demand (read+write) MSHR misses (Count)
system.cpu.l1i.demandMshrMisses::total        7473184                       # number of demand (read+write) MSHR misses (Count)
system.cpu.l1i.overallMshrMisses::cpu.inst      7473184                       # number of overall MSHR misses (Count)
system.cpu.l1i.overallMshrMisses::total       7473184                       # number of overall MSHR misses (Count)
system.cpu.l1i.demandMshrMissLatency::cpu.inst  97243568000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.l1i.demandMshrMissLatency::total  97243568000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.l1i.overallMshrMissLatency::cpu.inst  97243568000                       # number of overall MSHR miss ticks (Tick)
system.cpu.l1i.overallMshrMissLatency::total  97243568000                       # number of overall MSHR miss ticks (Tick)
system.cpu.l1i.demandMshrMissRate::cpu.inst     0.029546                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.l1i.demandMshrMissRate::total     0.029546                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.l1i.overallMshrMissRate::cpu.inst     0.029546                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.l1i.overallMshrMissRate::total     0.029546                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.l1i.demandAvgMshrMissLatency::cpu.inst 13012.334234                       # average overall mshr miss latency ((Tick/Count))
system.cpu.l1i.demandAvgMshrMissLatency::total 13012.334234                       # average overall mshr miss latency ((Tick/Count))
system.cpu.l1i.overallAvgMshrMissLatency::cpu.inst 13012.334234                       # average overall mshr miss latency ((Tick/Count))
system.cpu.l1i.overallAvgMshrMissLatency::total 13012.334234                       # average overall mshr miss latency ((Tick/Count))
system.cpu.l1i.replacements                   7473166                       # number of replacements (Count)
system.cpu.l1i.ReadReq.hits::cpu.inst       245414065                       # number of ReadReq hits (Count)
system.cpu.l1i.ReadReq.hits::total          245414065                       # number of ReadReq hits (Count)
system.cpu.l1i.ReadReq.misses::cpu.inst       7521846                       # number of ReadReq misses (Count)
system.cpu.l1i.ReadReq.misses::total          7521846                       # number of ReadReq misses (Count)
system.cpu.l1i.ReadReq.missLatency::cpu.inst 105637068000                       # number of ReadReq miss ticks (Tick)
system.cpu.l1i.ReadReq.missLatency::total 105637068000                       # number of ReadReq miss ticks (Tick)
system.cpu.l1i.ReadReq.accesses::cpu.inst    252935911                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.l1i.ReadReq.accesses::total      252935911                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.l1i.ReadReq.missRate::cpu.inst     0.029738                       # miss rate for ReadReq accesses (Ratio)
system.cpu.l1i.ReadReq.missRate::total       0.029738                       # miss rate for ReadReq accesses (Ratio)
system.cpu.l1i.ReadReq.avgMissLatency::cpu.inst 14044.034935                       # average ReadReq miss latency ((Tick/Count))
system.cpu.l1i.ReadReq.avgMissLatency::total 14044.034935                       # average ReadReq miss latency ((Tick/Count))
system.cpu.l1i.ReadReq.mshrHits::cpu.inst        48662                       # number of ReadReq MSHR hits (Count)
system.cpu.l1i.ReadReq.mshrHits::total          48662                       # number of ReadReq MSHR hits (Count)
system.cpu.l1i.ReadReq.mshrMisses::cpu.inst      7473184                       # number of ReadReq MSHR misses (Count)
system.cpu.l1i.ReadReq.mshrMisses::total      7473184                       # number of ReadReq MSHR misses (Count)
system.cpu.l1i.ReadReq.mshrMissLatency::cpu.inst  97243568000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.l1i.ReadReq.mshrMissLatency::total  97243568000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.l1i.ReadReq.mshrMissRate::cpu.inst     0.029546                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.l1i.ReadReq.mshrMissRate::total     0.029546                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.l1i.ReadReq.avgMshrMissLatency::cpu.inst 13012.334234                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.l1i.ReadReq.avgMshrMissLatency::total 13012.334234                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.l1i.power_state.pwrStateResidencyTicks::UNDEFINED 2114161343000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.l1i.tags.tagsInUse               15.999995                       # Average ticks per tags in use ((Tick/Count))
system.cpu.l1i.tags.totalRefs               252887215                       # Total number of references to valid blocks. (Count)
system.cpu.l1i.tags.sampledRefs               7473166                       # Sample count of references to valid blocks. (Count)
system.cpu.l1i.tags.avgRefs                 33.839368                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.l1i.tags.warmupTick                  79000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.l1i.tags.occupancies::cpu.inst    15.999995                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.l1i.tags.avgOccs::cpu.inst        1.000000                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.l1i.tags.avgOccs::total           1.000000                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.l1i.tags.occupanciesTaskId::1024           16                       # Occupied blocks per task id (Count)
system.cpu.l1i.tags.ageTaskId_1024::0              16                       # Occupied blocks per task id, per block age (Count)
system.cpu.l1i.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.l1i.tags.tagAccesses             513345004                       # Number of tag accesses (Count)
system.cpu.l1i.tags.dataAccesses            513345004                       # Number of data accesses (Count)
system.cpu.l1i.tags.power_state.pwrStateResidencyTicks::UNDEFINED 2114161343000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.lsq0.forwLoads                    17807146                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads               173742033                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses               100666                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               92738                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               83497487                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads                 1470                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                  63250                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          334239741                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              6.902962                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev            16.903138                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              267989474     80.18%     80.18% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19             50647783     15.15%     95.33% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              3493904      1.05%     96.38% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39              1126286      0.34%     96.71% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49               756914      0.23%     96.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59               938958      0.28%     97.22% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69              4774575      1.43%     98.65% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::70-79              1488940      0.45%     99.10% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::80-89               483190      0.14%     99.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::90-99               720391      0.22%     99.46% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::100-109             149251      0.04%     99.50% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::110-119             145099      0.04%     99.54% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::120-129             166515      0.05%     99.59% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::130-139             206297      0.06%     99.66% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::140-149             236702      0.07%     99.73% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::150-159             225390      0.07%     99.79% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::160-169             177118      0.05%     99.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::170-179             130777      0.04%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::180-189              92044      0.03%     99.91% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::190-199              48011      0.01%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::200-209              35494      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::210-219              18885      0.01%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::220-229              10249      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::230-239               7086      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::240-249               7014      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::250-259               6553      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::260-269               7051      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::270-279               7692      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::280-289              10812      0.00%     99.96% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::290-299              19223      0.01%     99.97% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::overflows           112063      0.03%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              594                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total            334239741                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses               428979264                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses               178692803                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                    224809                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                   5920723                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 2114161343000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses               252937132                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                     11198                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 2114161343000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 2114161343000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles               38224882                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                307363353                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles               567410488                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles          13785                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                 580213603                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles             614382863                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts             4867446665                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents              25609670                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents              339642695                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents               10752660                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents              194328032                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents             170                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands          8166247833                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                 15983126238                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               4549666456                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                 929214504                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps            5140334594                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps               3025913206                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     995                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 983                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                 971798246                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                       6099498093                       # The number of ROB reads (Count)
system.cpu.rob.writes                      8823709086                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               1615522804                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 2837426030                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   666                       # Number of system calls (Count)
system.l2_bus.transDist::ReadResp            72066072                       # Transaction distribution (Count)
system.l2_bus.transDist::WritebackDirty      72809621                       # Transaction distribution (Count)
system.l2_bus.transDist::CleanEvict          29543698                       # Transaction distribution (Count)
system.l2_bus.transDist::UpgradeReq                 1                       # Transaction distribution (Count)
system.l2_bus.transDist::UpgradeResp                1                       # Transaction distribution (Count)
system.l2_bus.transDist::ReadExReq           19825809                       # Transaction distribution (Count)
system.l2_bus.transDist::ReadExResp          19825809                       # Transaction distribution (Count)
system.l2_bus.transDist::ReadSharedReq       72066074                       # Transaction distribution (Count)
system.l2_bus.pktCount_system.cpu.l1d.mem_side_port::system.l2_cache.cpu_side_port    253256080                       # Packet count per connected requestor and responder (Count)
system.l2_bus.pktCount_system.cpu.l1i.mem_side_port::system.l2_cache.cpu_side_port     22419528                       # Packet count per connected requestor and responder (Count)
system.l2_bus.pktCount::total               275675608                       # Packet count per connected requestor and responder (Count)
system.l2_bus.pktSize_system.cpu.l1d.mem_side_port::system.l2_cache.cpu_side_port   9764672512                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2_bus.pktSize_system.cpu.l1i.mem_side_port::system.l2_cache.cpu_side_port    478283584                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2_bus.pktSize::total              10242956096                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2_bus.snoops                         10461477                       # Total snoops (Count)
system.l2_bus.snoopTraffic                  297940032                       # Total snoop traffic (Byte)
system.l2_bus.snoopFanout::samples          102354233                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::mean              0.000146                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::stdev             0.012079                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::underflows               0      0.00%      0.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::0                102339298     99.99%     99.99% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::1                    14935      0.01%    100.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::2                        0      0.00%    100.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::overflows                0      0.00%    100.00% # Request fanout histogram (Count)
system.l2_bus.snoopFanout::min_value                0                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::max_value                1                       # Request fanout histogram (Count)
system.l2_bus.snoopFanout::total            102354233                       # Request fanout histogram (Count)
system.l2_bus.power_state.pwrStateResidencyTicks::UNDEFINED 2114161343000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2_bus.reqLayer0.occupancy        324714643682                       # Layer occupancy (ticks) (Tick)
system.l2_bus.reqLayer0.utilization               0.2                       # Layer utilization (Ratio)
system.l2_bus.respLayer0.occupancy       253275218860                       # Layer occupancy (ticks) (Tick)
system.l2_bus.respLayer0.utilization              0.1                       # Layer utilization (Ratio)
system.l2_bus.respLayer1.occupancy        22743473748                       # Layer occupancy (ticks) (Tick)
system.l2_bus.respLayer1.utilization              0.0                       # Layer utilization (Ratio)
system.l2_bus.snoop_filter.totRequests      183786248                       # Total number of requests made to the snoop filter. (Count)
system.l2_bus.snoop_filter.hitSingleRequests     91893487                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2_bus.snoop_filter.hitMultiRequests          167                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2_bus.snoop_filter.totSnoops            14768                       # Total number of snoops made to the snoop filter. (Count)
system.l2_bus.snoop_filter.hitSingleSnoops        14768                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2_bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2_cache.demandHits::cpu.inst          7273516                       # number of demand (read+write) hits (Count)
system.l2_cache.demandHits::cpu.data         66512751                       # number of demand (read+write) hits (Count)
system.l2_cache.demandHits::cpu.l1d.prefetcher      7643720                       # number of demand (read+write) hits (Count)
system.l2_cache.demandHits::total            81429987                       # number of demand (read+write) hits (Count)
system.l2_cache.overallHits::cpu.inst         7273516                       # number of overall hits (Count)
system.l2_cache.overallHits::cpu.data        66512751                       # number of overall hits (Count)
system.l2_cache.overallHits::cpu.l1d.prefetcher      7643720                       # number of overall hits (Count)
system.l2_cache.overallHits::total           81429987                       # number of overall hits (Count)
system.l2_cache.demandMisses::cpu.inst         199664                       # number of demand (read+write) misses (Count)
system.l2_cache.demandMisses::cpu.data        5192873                       # number of demand (read+write) misses (Count)
system.l2_cache.demandMisses::cpu.l1d.prefetcher      5069353                       # number of demand (read+write) misses (Count)
system.l2_cache.demandMisses::total          10461890                       # number of demand (read+write) misses (Count)
system.l2_cache.overallMisses::cpu.inst        199664                       # number of overall misses (Count)
system.l2_cache.overallMisses::cpu.data       5192873                       # number of overall misses (Count)
system.l2_cache.overallMisses::cpu.l1d.prefetcher      5069353                       # number of overall misses (Count)
system.l2_cache.overallMisses::total         10461890                       # number of overall misses (Count)
system.l2_cache.demandMissLatency::cpu.inst  14769403868                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.demandMissLatency::cpu.data 399456515692                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.demandMissLatency::cpu.l1d.prefetcher 414768749403                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.demandMissLatency::total 828994668963                       # number of demand (read+write) miss ticks (Tick)
system.l2_cache.overallMissLatency::cpu.inst  14769403868                       # number of overall miss ticks (Tick)
system.l2_cache.overallMissLatency::cpu.data 399456515692                       # number of overall miss ticks (Tick)
system.l2_cache.overallMissLatency::cpu.l1d.prefetcher 414768749403                       # number of overall miss ticks (Tick)
system.l2_cache.overallMissLatency::total 828994668963                       # number of overall miss ticks (Tick)
system.l2_cache.demandAccesses::cpu.inst      7473180                       # number of demand (read+write) accesses (Count)
system.l2_cache.demandAccesses::cpu.data     71705624                       # number of demand (read+write) accesses (Count)
system.l2_cache.demandAccesses::cpu.l1d.prefetcher     12713073                       # number of demand (read+write) accesses (Count)
system.l2_cache.demandAccesses::total        91891877                       # number of demand (read+write) accesses (Count)
system.l2_cache.overallAccesses::cpu.inst      7473180                       # number of overall (read+write) accesses (Count)
system.l2_cache.overallAccesses::cpu.data     71705624                       # number of overall (read+write) accesses (Count)
system.l2_cache.overallAccesses::cpu.l1d.prefetcher     12713073                       # number of overall (read+write) accesses (Count)
system.l2_cache.overallAccesses::total       91891877                       # number of overall (read+write) accesses (Count)
system.l2_cache.demandMissRate::cpu.inst     0.026717                       # miss rate for demand accesses (Ratio)
system.l2_cache.demandMissRate::cpu.data     0.072419                       # miss rate for demand accesses (Ratio)
system.l2_cache.demandMissRate::cpu.l1d.prefetcher     0.398751                       # miss rate for demand accesses (Ratio)
system.l2_cache.demandMissRate::total        0.113850                       # miss rate for demand accesses (Ratio)
system.l2_cache.overallMissRate::cpu.inst     0.026717                       # miss rate for overall accesses (Ratio)
system.l2_cache.overallMissRate::cpu.data     0.072419                       # miss rate for overall accesses (Ratio)
system.l2_cache.overallMissRate::cpu.l1d.prefetcher     0.398751                       # miss rate for overall accesses (Ratio)
system.l2_cache.overallMissRate::total       0.113850                       # miss rate for overall accesses (Ratio)
system.l2_cache.demandAvgMissLatency::cpu.inst 73971.291109                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.demandAvgMissLatency::cpu.data 76923.990957                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.demandAvgMissLatency::cpu.l1d.prefetcher 81818.873020                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.demandAvgMissLatency::total 79239.474795                       # average overall miss latency in ticks ((Tick/Count))
system.l2_cache.overallAvgMissLatency::cpu.inst 73971.291109                       # average overall miss latency ((Tick/Count))
system.l2_cache.overallAvgMissLatency::cpu.data 76923.990957                       # average overall miss latency ((Tick/Count))
system.l2_cache.overallAvgMissLatency::cpu.l1d.prefetcher 81818.873020                       # average overall miss latency ((Tick/Count))
system.l2_cache.overallAvgMissLatency::total 79239.474795                       # average overall miss latency ((Tick/Count))
system.l2_cache.blockedCycles::no_mshrs        115000                       # number of cycles access was blocked (Cycle)
system.l2_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2_cache.blockedCauses::no_mshrs          4302                       # number of times access was blocked (Count)
system.l2_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2_cache.avgBlocked::no_mshrs        26.731753                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2_cache.avgBlocked::no_targets            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2_cache.writebacks::writebacks        4655307                       # number of writebacks (Count)
system.l2_cache.writebacks::total             4655307                       # number of writebacks (Count)
system.l2_cache.demandMshrHits::cpu.inst           90                       # number of demand (read+write) MSHR hits (Count)
system.l2_cache.demandMshrHits::total              90                       # number of demand (read+write) MSHR hits (Count)
system.l2_cache.overallMshrHits::cpu.inst           90                       # number of overall MSHR hits (Count)
system.l2_cache.overallMshrHits::total             90                       # number of overall MSHR hits (Count)
system.l2_cache.demandMshrMisses::cpu.inst       199574                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.demandMshrMisses::cpu.data      5192873                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.demandMshrMisses::cpu.l1d.prefetcher      5069353                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.demandMshrMisses::total      10461800                       # number of demand (read+write) MSHR misses (Count)
system.l2_cache.overallMshrMisses::cpu.inst       199574                       # number of overall MSHR misses (Count)
system.l2_cache.overallMshrMisses::cpu.data      5192873                       # number of overall MSHR misses (Count)
system.l2_cache.overallMshrMisses::cpu.l1d.prefetcher      5069353                       # number of overall MSHR misses (Count)
system.l2_cache.overallMshrMisses::total     10461800                       # number of overall MSHR misses (Count)
system.l2_cache.demandMshrMissLatency::cpu.inst  14567291868                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.demandMshrMissLatency::cpu.data 394263642692                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.demandMshrMissLatency::cpu.l1d.prefetcher 409699396403                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.demandMshrMissLatency::total 818530330963                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2_cache.overallMshrMissLatency::cpu.inst  14567291868                       # number of overall MSHR miss ticks (Tick)
system.l2_cache.overallMshrMissLatency::cpu.data 394263642692                       # number of overall MSHR miss ticks (Tick)
