
---------- Begin Simulation Statistics ----------
simSeconds                                   1.396741                       # Number of seconds simulated (Second)
simTicks                                 1396740697000                       # Number of ticks simulated (Tick)
finalTick                                1396740697000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7239.72                       # Real time elapsed on the host (Second)
hostTickRate                                192927561                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8625432                       # Number of bytes of host memory used (Byte)
simInsts                                   1694419625                       # Number of instructions simulated (Count)
simOps                                     3032044600                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   234045                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     418807                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       1396740698                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.824318                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.213124                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3966409311                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     2343                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3896082908                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                3766648                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            934367042                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         628829342                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 108                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1396498222                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.789895                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.826199                       # Number of insts issued each cycle (Count)
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     81.38% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAlu      4055959      0.13%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCmp            6      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdCvt        13344      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMisc        25965      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdMatMultAcc            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShift         1700      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAdd           69      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatCvt          138      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatDiv           69      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMatMultAcc            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::Matrix            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixMov            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MatrixOP            0      0.00%     81.51% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead    486033037     16.03%     97.54% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite     61483404      2.03%     99.57% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead      4060040      0.13%     99.70% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite      8975152      0.30%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdExt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdConfig            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total   3032044600                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples     277094243                       # number cycles where commit BW limit reached (Cycle)
system.cpu.commitStats0.numInsts           1694419625                       # Number of instructions committed (thread level) (Count)
system.cpu.commitStats0.numOps             3032044600                       # Number of ops (including micro ops) committed (thread level) (Count)
system.cpu.commitStats0.numInstsNotNOP     1694419625                       # Number of instructions committed excluding NOPs or prefetches (Count)
system.cpu.commitStats0.numOpsNotNOP       3032044600                       # Number of Ops (including micro ops) Simulated (Count)
system.cpu.commitStats0.cpi                  0.824318                       # CPI: cycles per instruction (thread level) ((Cycle/Count))
system.cpu.commitStats0.ipc                  1.213124                       # IPC: instructions per cycle (thread level) ((Count/Cycle))
system.cpu.commitStats0.numMemRefs          560551633                       # Number of memory references committed (Count)
system.cpu.commitStats0.numFpInsts           17169435                       # Number of float instructions (Count)
system.cpu.commitStats0.numIntInsts        3021843009                       # Number of integer instructions (Count)
system.cpu.commitStats0.numLoadInsts        490093077                       # Number of load instructions (Count)
system.cpu.commitStats0.numStoreInsts        70458556                       # Number of store instructions (Count)
system.cpu.commitStats0.numVecInsts                 0                       # Number of vector instructions (Count)
system.cpu.commitStats0.committedInstType::No_OpClass      6081036      0.20%      0.20% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntAlu   2461248596     81.17%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntMult          233      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IntDiv        38761      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatAdd        19429      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCmp            0      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatCvt         1232      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMult            0      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMultAcc            0      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatDiv            0      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMisc            0      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatSqrt            0      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAdd         6430      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAddAcc            0      0.00%     81.38% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAlu      4055959      0.13%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCmp            6      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCvt        13344      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMisc        25965      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMult            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMultAcc            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdMatMultAcc            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShift         1700      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShiftAcc            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDiv            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSqrt            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAdd           69      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatAlu            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCmp            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatCvt          138      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatDiv           69      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMisc            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMult            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMultAcc            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatMatMultAcc            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatSqrt            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAdd            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceAlu            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdReduceCmp            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceAdd            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceCmp            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAes            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAesMix            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash2            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash2            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma2            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma3            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdPredAlu            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Matrix            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixMov            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixOP            0      0.00%     81.51% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemRead    486033037     16.03%     97.54% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemWrite     61483404      2.03%     99.57% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemRead      4060040      0.13%     99.70% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemWrite      8975152      0.30%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::IprAccess            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total   3032044600                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl    336598744                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl    332536374                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl      4062119                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl    298561511                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl     38036982                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall      4056119                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn      4056114                       # Class of control type instructions committed (Count)
system.cpu.decode.idleCycles                 94123753                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles             705913560                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                 515545768                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles              73025620                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                7889521                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved            206660140                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                  1551                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts             4047531149                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                  8035                       # Number of squashed instructions handled by decode (Count)
system.cpu.executeStats0.numInsts          3886130683                       # Number of executed instructions (Count)
system.cpu.executeStats0.numNop                     0                       # Number of nop insts executed (Count)
system.cpu.executeStats0.numBranches        411968720                       # Number of branches executed (Count)
system.cpu.executeStats0.numLoadInsts       641653821                       # Number of load instructions executed (Count)
system.cpu.executeStats0.numStoreInsts       80094974                       # Number of stores executed (Count)
system.cpu.executeStats0.instRate            2.782285                       # Inst execution rate ((Count/Cycle))
system.cpu.executeStats0.numCCRegReads     2818620925                       # Number of times the CC registers were read (Count)
system.cpu.executeStats0.numCCRegWrites    1610699279                       # Number of times the CC registers were written (Count)
system.cpu.executeStats0.numFpRegReads       17247760                       # Number of times the floating registers were read (Count)
system.cpu.executeStats0.numFpRegWrites       8210268                       # Number of times the floating registers were written (Count)
system.cpu.executeStats0.numIntRegReads    5179233275                       # Number of times the integer registers were read (Count)
system.cpu.executeStats0.numIntRegWrites   2900363832                       # Number of times the integer registers were written (Count)
system.cpu.executeStats0.numMemRefs         721748795                       # Number of memory refs (Count)
system.cpu.executeStats0.numMiscRegReads   1573988866                       # Number of times the Misc registers were read (Count)
system.cpu.executeStats0.numMiscRegWrites          693                       # Number of times the Misc registers were written (Count)
system.cpu.executeStats0.numVecAluAccesses            0                       # Number of vector alu accesses (Count)
system.cpu.executeStats0.numDiscardedOps            0                       # Number of ops (including micro ops) which were discarded before commit (Count)
system.cpu.fetch.predictedBranches          223786296                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                    1337203518                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                15782114                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                  423                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles          3311                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.cacheLines                 204520512                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                 14617                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples         1396498222                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              3.088892                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             3.539972                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                680368711     48.72%     48.72% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                 83542287      5.98%     54.70% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                 28256860      2.02%     56.73% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                 55401760      3.97%     60.69% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                 40240422      2.88%     63.57% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                 34411672      2.46%     66.04% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                 34664768      2.48%     68.52% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                 50532100      3.62%     72.14% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                389079642     27.86%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total           1396498222                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetchStats0.numInsts            2449058894                       # Number of instructions fetched (thread level) (Count)
system.cpu.fetchStats0.numOps                       0                       # Number of ops (including micro ops) fetched (thread level) (Count)
system.cpu.fetchStats0.fetchRate             1.753410                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.fetchStats0.numBranches          476531028                       # Number of branches fetched (Count)
system.cpu.fetchStats0.branchRate            0.341174                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetchStats0.icacheStallCycles     51399913                       # ICache total stall cycles (Cycle)
system.cpu.fetchStats0.numFetchSuspends             0                       # Number of times Execute suspended instruction fetching (Count)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   7889521                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                  121091464                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   309201                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             3966411654                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                99285                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                637942084                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts                81920404                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  1248                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                    195731                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                    56611                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents           3435                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect        4222165                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      3973812                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              8195977                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               3854163053                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              3852043848                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                3153067618                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                5335607615                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.757880                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.590948                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock          16000                       # Clock period in ticks (Tick)
system.cpu.l1d.demandHits::cpu.data         580262038                       # number of demand (read+write) hits (Count)
system.cpu.l1d.demandHits::total            580262038                       # number of demand (read+write) hits (Count)
system.cpu.l1d.overallHits::cpu.data        580262038                       # number of overall hits (Count)
system.cpu.l1d.overallHits::total           580262038                       # number of overall hits (Count)
system.cpu.l1d.demandMisses::cpu.data        91503376                       # number of demand (read+write) misses (Count)
system.cpu.l1d.demandMisses::total           91503376                       # number of demand (read+write) misses (Count)
system.cpu.l1d.overallMisses::cpu.data       91503376                       # number of overall misses (Count)
system.cpu.l1d.overallMisses::total          91503376                       # number of overall misses (Count)
system.cpu.l1d.demandMissLatency::cpu.data 3687608326390                       # number of demand (read+write) miss ticks (Tick)
system.cpu.l1d.demandMissLatency::total  3687608326390                       # number of demand (read+write) miss ticks (Tick)
system.cpu.l1d.overallMissLatency::cpu.data 3687608326390                       # number of overall miss ticks (Tick)
system.cpu.l1d.overallMissLatency::total 3687608326390                       # number of overall miss ticks (Tick)
system.cpu.l1d.demandAccesses::cpu.data     671765414                       # number of demand (read+write) accesses (Count)
system.cpu.l1d.demandAccesses::total        671765414                       # number of demand (read+write) accesses (Count)
system.cpu.l1d.overallAccesses::cpu.data    671765414                       # number of overall (read+write) accesses (Count)
system.cpu.l1d.overallAccesses::total       671765414                       # number of overall (read+write) accesses (Count)
system.cpu.l1d.demandMissRate::cpu.data      0.136213                       # miss rate for demand accesses (Ratio)
system.cpu.l1d.demandMissRate::total         0.136213                       # miss rate for demand accesses (Ratio)
system.cpu.l1d.overallMissRate::cpu.data     0.136213                       # miss rate for overall accesses (Ratio)
system.cpu.l1d.overallMissRate::total        0.136213                       # miss rate for overall accesses (Ratio)
system.cpu.l1d.demandAvgMissLatency::cpu.data 40300.243418                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.l1d.demandAvgMissLatency::total 40300.243418                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.l1d.overallAvgMissLatency::cpu.data 40300.243418                       # average overall miss latency ((Tick/Count))
system.cpu.l1d.overallAvgMissLatency::total 40300.243418                       # average overall miss latency ((Tick/Count))
system.cpu.l1d.blockedCycles::no_mshrs       47948856                       # number of cycles access was blocked (Cycle)
system.cpu.l1d.blockedCycles::no_targets          630                       # number of cycles access was blocked (Cycle)
system.cpu.l1d.blockedCauses::no_mshrs        5620085                       # number of times access was blocked (Count)
system.cpu.l1d.blockedCauses::no_targets           16                       # number of times access was blocked (Count)
